WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,
10/18/1975,90,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,1,,90,1,0
10/25/1975,79,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,1,90,79,2,
11/1/1975,59,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,1,79,59,3,
11/8/1975,54,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,1,59,54,4,
11/15/1975,54,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,1,54,54,5,
8/29/1970,98,(I Remember) Summer Morning,Vanity Fare,(I Remember) Summer MorningVanity Fare,1,,98,1,
9/5/1970,98,(I Remember) Summer Morning,Vanity Fare,(I Remember) Summer MorningVanity Fare,1,98,98,2,
8/4/1962,90,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,,90,1,
8/11/1962,84,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,90,84,2,
8/18/1962,73,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,84,73,3,
8/25/1962,68,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,73,68,4,
9/1/1962,65,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,68,65,5,
9/8/1962,64,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,65,64,6,
9/15/1962,67,(Theme from) A Summer Place,Dick Roman,(Theme from) A Summer PlaceDick Roman,1,64,64,7,
8/6/2016,90,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,1,,90,1,
10/1/2016,69,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,,69,2,
10/8/2016,75,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,69,69,3,
10/15/2016,71,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,75,69,4,
10/22/2016,66,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,71,66,5,
10/29/2016,63,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,66,63,6,
11/5/2016,57,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,63,57,7,
11/12/2016,60,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,57,57,8,
11/19/2016,55,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,60,55,9,
11/26/2016,52,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,55,52,10,
12/3/2016,54,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,52,52,11,
12/10/2016,64,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,54,52,12,
12/17/2016,87,A Little More Summertime,Jason Aldean,A Little More SummertimeJason Aldean,2,64,52,13,
8/15/1964,97,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,,97,1,
8/22/1964,85,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,97,85,2,
8/29/1964,70,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,85,70,3,
9/5/1964,60,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,70,60,4,
9/12/1964,44,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,60,44,5,
9/19/1964,30,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,44,30,6,
9/26/1964,18,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,30,18,7,
10/3/1964,12,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,18,12,8,
10/10/1964,10,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,12,10,9,
10/17/1964,7,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,10,7,10,
10/24/1964,7,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,7,7,11,
10/31/1964,13,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,7,7,12,
11/7/1964,21,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,13,7,13,
11/14/1964,32,A Summer Song,Chad & Jeremy,A Summer SongChad & Jeremy,1,21,7,14,
8/17/1991,93,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,,93,1,
8/24/1991,85,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,93,85,2,
8/31/1991,72,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,85,72,3,
9/7/1991,58,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,72,58,4,
9/14/1991,49,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,58,49,5,
9/21/1991,47,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,49,47,6,
9/28/1991,41,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,47,41,7,
10/5/1991,41,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,41,41,8,
10/12/1991,41,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,41,41,9,
10/19/1991,43,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,41,41,10,
10/26/1991,94,After The Summer's Gone,PC Quest,After The Summer's GonePC Quest,1,43,41,11,
7/19/2008,80,All Summer Long,Kid Rock,All Summer LongKid Rock,1,,80,1,
7/26/2008,65,All Summer Long,Kid Rock,All Summer LongKid Rock,1,80,65,2,
8/2/2008,52,All Summer Long,Kid Rock,All Summer LongKid Rock,1,65,52,3,
8/9/2008,38,All Summer Long,Kid Rock,All Summer LongKid Rock,1,52,38,4,
8/16/2008,34,All Summer Long,Kid Rock,All Summer LongKid Rock,1,38,34,5,
8/23/2008,28,All Summer Long,Kid Rock,All Summer LongKid Rock,1,34,28,6,
8/30/2008,65,All Summer Long,Hit Masters,All Summer LongHit Masters,1,,65,1,
8/30/2008,25,All Summer Long,Kid Rock,All Summer LongKid Rock,1,28,25,7,
9/6/2008,25,All Summer Long,Kid Rock,All Summer LongKid Rock,1,25,25,8,
9/6/2008,19,All Summer Long,Hit Masters,All Summer LongHit Masters,1,65,19,2,
9/13/2008,23,All Summer Long,Kid Rock,All Summer LongKid Rock,1,25,23,9,
9/13/2008,33,All Summer Long,Hit Masters,All Summer LongHit Masters,1,19,19,3,
9/20/2008,25,All Summer Long,Kid Rock,All Summer LongKid Rock,1,23,23,10,
9/20/2008,63,All Summer Long,Hit Masters,All Summer LongHit Masters,1,33,19,4,
9/27/2008,28,All Summer Long,Kid Rock,All Summer LongKid Rock,1,25,23,11,
9/27/2008,88,All Summer Long,Hit Masters,All Summer LongHit Masters,1,63,19,5,
10/4/2008,38,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,,38,1,
10/4/2008,29,All Summer Long,Kid Rock,All Summer LongKid Rock,1,28,23,12,
10/11/2008,28,All Summer Long,Kid Rock,All Summer LongKid Rock,1,29,23,13,
10/11/2008,29,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,38,29,2,
10/18/2008,34,All Summer Long,Kid Rock,All Summer LongKid Rock,1,28,23,14,
10/18/2008,48,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,29,29,3,
10/25/2008,35,All Summer Long,Kid Rock,All Summer LongKid Rock,1,34,23,15,
10/25/2008,57,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,48,29,4,
11/1/2008,42,All Summer Long,Kid Rock,All Summer LongKid Rock,1,35,23,16,
11/1/2008,57,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,57,29,5,
11/8/2008,48,All Summer Long,Kid Rock,All Summer LongKid Rock,1,42,23,17,
11/8/2008,64,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,57,29,6,
11/15/2008,54,All Summer Long,Kid Rock,All Summer LongKid Rock,1,48,23,18,
11/15/2008,69,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,64,29,7,
11/22/2008,83,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,69,29,8,
11/22/2008,64,All Summer Long,Kid Rock,All Summer LongKid Rock,1,54,23,19,
11/29/2008,65,All Summer Long,Kid Rock,All Summer LongKid Rock,1,64,23,20,
11/29/2008,67,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,83,29,9,
12/6/2008,93,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,67,29,10,
12/13/2008,97,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,1,93,29,11,
1/10/2009,53,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,2,,53,12,
1/17/2009,74,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,2,53,53,13,
1/24/2009,90,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,2,74,53,14,
1/31/2009,100,All Summer Long,The Rock Heroes,All Summer LongThe Rock Heroes,2,90,53,15,
4/29/1978,77,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,,77,1,
5/6/1978,66,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,77,66,2,
5/13/1978,56,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,66,56,3,
5/20/1978,50,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,56,50,4,
5/27/1978,42,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,50,42,5,
6/3/1978,40,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,42,40,6,
6/10/1978,36,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,40,36,7,
6/17/1978,30,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,36,30,8,
6/24/1978,28,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,30,28,9,
7/1/1978,57,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,28,28,10,
7/8/1978,87,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,57,28,11,
7/15/1978,96,Almost Summer,Celebration featuring Mike Love,Almost SummerCelebration featuring Mike Love,1,87,28,12,
3/23/2013,97,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,1,,97,1,
4/6/2013,99,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,,99,2,
4/13/2013,92,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,99,92,3,
4/20/2013,69,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,92,69,4,
4/27/2013,67,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,69,67,5,
5/4/2013,63,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,67,63,6,
5/11/2013,68,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,63,63,7,
5/18/2013,68,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,68,63,8,
5/25/2013,69,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,68,63,9,
6/1/2013,65,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,69,63,10,
6/8/2013,63,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,65,63,11,
6/15/2013,57,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,63,57,12,
6/22/2013,58,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,57,57,13,
6/29/2013,52,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,58,52,14,
7/6/2013,50,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,52,50,15,
7/13/2013,46,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,50,46,16,
7/20/2013,57,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,46,46,17,
7/27/2013,70,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,57,46,18,
8/3/2013,84,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,70,46,19,
8/10/2013,95,Beat This Summer,Brad Paisley,Beat This SummerBrad Paisley,2,84,46,20,
5/20/1995,94,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,,94,1,
5/27/1995,76,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,94,76,2,
6/3/1995,61,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,76,61,3,
6/10/1995,49,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,61,49,4,
6/17/1995,39,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,49,39,5,
6/24/1995,27,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,39,27,6,
7/1/1995,20,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,27,20,7,
7/8/1995,16,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,20,16,8,
7/15/1995,9,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,16,9,9,
7/22/1995,8,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,9,8,10,
7/29/1995,4,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,8,4,11,
8/5/1995,5,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,4,4,12,
8/12/1995,4,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,5,4,13,
8/19/1995,3,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,4,3,14,
8/26/1995,3,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,3,3,15,
9/2/1995,5,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,3,3,16,
9/9/1995,5,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,5,3,17,
9/16/1995,5,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,5,3,18,
9/23/1995,7,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,5,3,19,
9/30/1995,9,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,7,3,20,
10/7/1995,15,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,9,3,21,
10/14/1995,18,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,15,3,22,
10/21/1995,21,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,18,3,23,
10/28/1995,23,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,21,3,24,
11/4/1995,27,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,23,3,25,
11/11/1995,31,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,27,3,26,
11/18/1995,36,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,31,3,27,
11/25/1995,42,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,36,3,28,
12/2/1995,47,Boombastic/In The Summertime,Shaggy,Boombastic/In The SummertimeShaggy,1,42,3,29,
5/21/1966,86,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,,86,1,
5/28/1966,79,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,86,79,2,
6/4/1966,67,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,79,67,3,
6/11/1966,65,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,67,65,4,
6/18/1966,64,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,65,64,5,
6/25/1966,62,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,64,62,6,
7/2/1966,67,Cloudy Summer Afternoon (Raindrops),Barry McGuire,Cloudy Summer Afternoon (Raindrops)Barry McGuire,1,62,62,7,
7/18/2015,36,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,,36,1,
7/25/2015,28,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,36,28,2,
8/1/2015,31,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,28,28,3,
8/8/2015,24,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,31,24,4,
8/15/2015,19,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,24,19,5,
8/22/2015,20,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,19,19,6,
8/29/2015,16,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,20,16,7,
9/5/2015,17,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,16,16,8,
9/12/2015,17,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,17,16,9,
9/19/2015,11,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,17,11,10,
9/26/2015,11,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,11,11,11,
10/3/2015,14,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,11,11,12,
10/10/2015,17,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,14,11,13,
10/17/2015,19,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,17,11,14,
10/24/2015,32,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,19,11,15,
10/31/2015,40,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,32,11,16,
11/7/2015,42,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,40,11,17,
11/14/2015,57,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,42,11,18,
11/21/2015,72,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,57,11,19,
11/28/2015,81,Cool For The Summer,Demi Lovato,Cool For The SummerDemi Lovato,1,72,11,20,
7/21/1984,76,Cruel Summer,Bananarama,Cruel SummerBananarama,1,,76,1,
7/28/1984,55,Cruel Summer,Bananarama,Cruel SummerBananarama,1,76,55,2,
8/4/1984,43,Cruel Summer,Bananarama,Cruel SummerBananarama,1,55,43,3,
8/11/1984,37,Cruel Summer,Bananarama,Cruel SummerBananarama,1,43,37,4,
8/18/1984,32,Cruel Summer,Bananarama,Cruel SummerBananarama,1,37,32,5,
8/25/1984,26,Cruel Summer,Bananarama,Cruel SummerBananarama,1,32,26,6,
9/1/1984,21,Cruel Summer,Bananarama,Cruel SummerBananarama,1,26,21,7,
9/8/1984,18,Cruel Summer,Bananarama,Cruel SummerBananarama,1,21,18,8,
9/15/1984,13,Cruel Summer,Bananarama,Cruel SummerBananarama,1,18,13,9,
9/22/1984,10,Cruel Summer,Bananarama,Cruel SummerBananarama,1,13,10,10,
9/29/1984,9,Cruel Summer,Bananarama,Cruel SummerBananarama,1,10,9,11,
10/6/1984,12,Cruel Summer,Bananarama,Cruel SummerBananarama,1,9,9,12,
10/13/1984,14,Cruel Summer,Bananarama,Cruel SummerBananarama,1,12,9,13,
10/20/1984,27,Cruel Summer,Bananarama,Cruel SummerBananarama,1,14,9,14,
10/27/1984,41,Cruel Summer,Bananarama,Cruel SummerBananarama,1,27,9,15,
11/3/1984,77,Cruel Summer,Bananarama,Cruel SummerBananarama,1,41,9,16,
11/10/1984,91,Cruel Summer,Bananarama,Cruel SummerBananarama,1,77,9,17,
11/17/1984,100,Cruel Summer,Bananarama,Cruel SummerBananarama,1,91,9,18,
7/18/1998,37,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,,37,1,
7/25/1998,26,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,37,26,2,
8/1/1998,15,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,26,15,3,
8/8/1998,11,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,15,11,4,
8/15/1998,11,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,11,11,5,
8/22/1998,10,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,11,10,6,
8/29/1998,10,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,10,10,7,
9/5/1998,11,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,10,10,8,
9/12/1998,14,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,11,10,9,
9/19/1998,18,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,14,10,10,
9/26/1998,20,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,18,10,11,
10/3/1998,24,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,20,10,12,
10/10/1998,33,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,24,10,13,
10/17/1998,38,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,33,10,14,
10/24/1998,48,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,38,10,15,
10/31/1998,51,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,48,10,16,
11/7/1998,58,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,51,10,17,
11/14/1998,71,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,58,10,18,
11/21/1998,69,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,71,10,19,
11/28/1998,72,Cruel Summer,Ace Of Base,Cruel SummerAce Of Base,1,69,10,20,
9/7/2019,29,Cruel Summer,Taylor Swift,Cruel SummerTaylor Swift,1,,29,1,
9/14/2019,71,Cruel Summer,Taylor Swift,Cruel SummerTaylor Swift,1,29,29,2,
1/23/1988,53,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,,53,1,
1/30/1988,40,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,53,40,2,
2/6/1988,32,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,40,32,3,
2/13/1988,26,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,32,26,4,
2/20/1988,20,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,26,20,5,
2/27/1988,15,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,20,15,6,
3/5/1988,8,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,15,8,7,
3/12/1988,5,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,8,5,8,
3/19/1988,5,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,5,5,9,
3/26/1988,2,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,5,2,10,
4/2/1988,2,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,2,2,11,
4/9/1988,7,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,2,2,12,
4/16/1988,16,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,7,2,13,
4/23/1988,24,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,16,2,14,
4/30/1988,29,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,24,2,15,
5/7/1988,40,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,29,2,16,
5/14/1988,51,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,40,2,17,
5/21/1988,60,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,51,2,18,
5/28/1988,68,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,60,2,19,
6/4/1988,83,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,68,2,20,
6/11/1988,99,Endless Summer Nights,Richard Marx,Endless Summer NightsRichard Marx,1,83,2,21,
5/26/1984,81,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,,81,1,
6/2/1984,58,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,81,58,2,
6/9/1984,51,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,58,51,3,
6/16/1984,43,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,51,43,4,
6/23/1984,40,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,43,40,5,
6/30/1984,38,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,40,38,6,
7/7/1984,38,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,38,38,7,
7/14/1984,55,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,38,38,8,
7/21/1984,59,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,55,38,9,
7/28/1984,65,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,59,38,10,
8/4/1984,68,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,65,38,11,
8/11/1984,81,Farewell My Summer Love,Michael Jackson,Farewell My Summer LoveMichael Jackson,1,68,38,12,
9/15/2018,54,Feels Like Summer,Childish Gambino,Feels Like SummerChildish Gambino,1,,54,1,
9/22/2018,93,Feels Like Summer,Childish Gambino,Feels Like SummerChildish Gambino,1,54,54,2,
2/2/2008,95,Girls In Their Summer Clothes,Bruce Springsteen,Girls In Their Summer ClothesBruce Springsteen,1,,95,1,
6/24/1967,100,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,,100,1,
7/1/1967,85,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,100,85,2,
7/8/1967,78,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,85,78,3,
7/15/1967,75,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,78,75,4,
7/22/1967,74,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,75,74,5,
7/29/1967,84,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,74,74,6,
8/5/1967,84,Groovy Summertime,The Love Generation,Groovy SummertimeThe Love Generation,1,84,74,7,
6/18/1966,77,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,,77,1,
6/25/1966,61,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,77,61,2,
7/2/1966,51,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,61,51,3,
7/9/1966,38,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,51,38,4,
7/16/1966,30,Happy Summer Days,Ronnie Dove,Happy Summer DaysRonnie Dove,1,38,30,5,
