WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,
9/2/1995,99,Warm Summer Daze,Vybe,Warm Summer DazeVybe,1,81,81,5,
10/21/1961,89,Wasn't The Summer Short?,Johnny Mathis,Wasn't The Summer Short?Johnny Mathis,1,,89,1,
7/2/1983,91,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,,91,1,
7/9/1983,83,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,91,83,2,
7/16/1983,78,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,83,78,3,
7/23/1983,74,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,78,74,4,
7/30/1983,72,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,74,72,5,
8/6/1983,68,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,72,68,6,
8/13/1983,64,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,68,64,7,
8/20/1983,77,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,64,64,8,
8/27/1983,94,West Coast Summer Nights,Tony Carey,West Coast Summer NightsTony Carey,1,77,64,9,
9/8/1962,79,What's Gonna Happen When Summer's Done,Freddy Cannon,What's Gonna Happen When Summer's DoneFreddy Cannon,1,,79,1,
9/15/1962,66,What's Gonna Happen When Summer's Done,Freddy Cannon,What's Gonna Happen When Summer's DoneFreddy Cannon,1,79,66,2,
9/22/1962,45,What's Gonna Happen When Summer's Done,Freddy Cannon,What's Gonna Happen When Summer's DoneFreddy Cannon,1,66,45,3,
9/29/1962,47,What's Gonna Happen When Summer's Done,Freddy Cannon,What's Gonna Happen When Summer's DoneFreddy Cannon,1,45,45,4,
8/3/1974,95,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,,95,1,
8/10/1974,81,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,95,81,2,
8/17/1974,71,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,81,71,3,
8/24/1974,61,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,71,61,4,
8/31/1974,55,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,61,55,5,
9/7/1974,72,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,55,55,6,
9/14/1974,96,Wombling Summer Party,The Wombles,Wombling Summer PartyThe Wombles,1,72,55,7,
11/2/1963,66,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,,66,1,
11/9/1963,53,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,66,53,2,
11/16/1963,34,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,53,34,3,
11/23/1963,18,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,34,18,4,
11/30/1963,17,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,18,17,5,
12/7/1963,19,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,17,17,6,
12/14/1963,14,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,19,14,7,
12/21/1963,14,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,14,14,8,
12/28/1963,26,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,14,14,9,
1/4/1964,43,Wonderful Summer,Robin Ward,Wonderful SummerRobin Ward,1,26,14,10,
